id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
35231,men,footwear,shoes,other,black,summer,2012.0,formal,fortune men black formal shoes
32279,women,apparel,topwear,kurtas,purple,summer,2012.0,ethnic,fabindia women printed purple kurta
46608,women,footwear,shoes,heels,silver,winter,2012.0,casual,catwalk women silver heels
8018,men,apparel,topwear,tshirts,green,fall,2011.0,sports,fila men's black printed green t-shirt
56693,men,apparel,topwear,kurtas,blue,summer,2012.0,ethnic,fabindia men blue kurta
39892,men,footwear,shoes,casual shoes,brown,summer,2012.0,casual,adidas men brown shoes
37301,women,accessories,watches,watches,black,summer,2017.0,casual,casio enticer women black analogue watches (a531) ltp-2083l-1avdf
44036,men,personal care,fragrance,other,silver,spring,2017.0,casual,dunhill men london 50 ml perfume
2201,men,apparel,topwear,tshirts,black,fall,2010.0,sports,adidas men black polo t-shirt
18168,girls,apparel,dress,other,pink,fall,2011.0,casual,doodle kids girls party frock pink dress
24470,men,footwear,flip flops,flip flops,other,fall,2011.0,casual,adidas men orange adi mesh flip flops
58986,women,personal care,fragrance,other,other,spring,2017.0,casual,cavallini women deo
23161,men,apparel,topwear,tshirts,navy blue,fall,2011.0,casual,mark taylor men navy blue printed t-shirt
44447,men,footwear,sandal,sandals,black,summer,2013.0,casual,gliders men black fighter sandals
9542,men,apparel,topwear,tshirts,red,summer,2011.0,sports,nike men manu auth graphic red t-shirts
15094,women,apparel,topwear,kurtas,other,fall,2011.0,ethnic,mother earth women printed orange kurtas
20019,men,apparel,topwear,shirts,green,fall,2011.0,casual,united colors of benetton men check green shirt
52850,women,accessories,jewellery,other,other,summer,2012.0,casual,adrika turquoise blue earrings
32579,women,apparel,topwear,tops,other,summer,2012.0,casual,only women turquoise chiffon top
59641,women,apparel,other,other,other,fall,2012.0,ethnic,fnf orange & cream collection for wedding sari
39859,boys,apparel,topwear,tshirts,yellow,summer,2012.0,casual,palm tree boys printed yellow t-shirt
41665,men,apparel,topwear,shirts,brown,summer,2012.0,formal,mark taylor men brown striped shirt
30117,men,apparel,topwear,tshirts,white,summer,2012.0,casual,flying machine men printed white t-shirt
19969,men,accessories,other,other,blue,fall,2011.0,casual,united colors of benetton men solid blue cap
34960,women,apparel,other,other,beige,summer,2012.0,ethnic,fabindia women h& printed beige sari
15603,men,apparel,topwear,other,black,fall,2011.0,sports,nike men football soccer black jackets
51193,women,apparel,innerwear,other,black,summer,2017.0,casual,enamor women black bra
20212,women,apparel,topwear,other,blue,fall,2011.0,casual,wrangler women checkerd blue sweatshirt
29445,men,accessories,watches,watches,white,winter,2016.0,casual,giordano men white dial watch
45303,men,accessories,belts,belts,black,summer,2012.0,formal,van heusen men black & brown reversible belt
29826,men,apparel,topwear,shirts,maroon,summer,2012.0,casual,basics men maroon checked shirt
3947,women,apparel,topwear,tshirts,white,summer,2011.0,casual,jealous 21 women's white xoxo trendy t-shirt
34123,men,accessories,belts,belts,black,summer,2012.0,formal,turtle men black reversible leather belt
42893,women,accessories,bags,other,black,summer,2012.0,casual,french connection women black clutch
27516,women,apparel,innerwear,briefs,black,winter,2015.0,casual,jockey lace stretch black boy leg brief
50190,women,apparel,innerwear,other,white,winter,2015.0,casual,hanes women white camisole
47303,women,accessories,bags,other,black,fall,2012.0,casual,baggit women black purse
20176,men,apparel,topwear,shirts,grey,fall,2011.0,casual,wrangler men vintage grey shirt
25070,men,accessories,other,other,blue,winter,2015.0,formal,lino perros men formal blue accessory gift set
31890,women,accessories,other,other,blue,summer,2012.0,ethnic,fabindia women blue ekko silk stole
20670,men,apparel,topwear,tshirts,other,fall,2011.0,casual,classic polo men striped turquoise blue tshirt
5570,girls,apparel,dress,other,grey,summer,2011.0,casual,ant kids girl's sleeveless with flower print kidswear
8338,boys,apparel,topwear,tshirts,white,fall,2011.0,casual,doodle boy's 77 juniors league white black kidswear
26942,women,apparel,topwear,tshirts,green,summer,2012.0,casual,jealous 21 women green printed t-shirt
41944,women,footwear,flip flops,flip flops,pink,winter,2012.0,casual,ipanema women pink flip flops
34952,women,apparel,other,other,beige,summer,2012.0,ethnic,fabindia women h& printed beige sari
26093,men,apparel,topwear,shirts,blue,summer,2012.0,formal,john miller men striped blue shirt
13929,men,apparel,topwear,shirts,beige,summer,2011.0,casual,united colors of benetton men solid beige shirts
14308,men,apparel,topwear,other,black,fall,2011.0,casual,adidas men solid black jackets
48744,men,accessories,jewellery,other,other,summer,2015.0,casual,revv men steel bangle
24817,men,apparel,topwear,shirts,navy blue,fall,2011.0,casual,basics men navy slim fit checked shirt
10652,women,apparel,bottomwear,other,blue,fall,2011.0,casual,doodle girl denim skirt with belt blue skirts
36764,men,free items,other,other,green,winter,2016.0,casual,maxima men green dial watch
21295,women,accessories,eyewear,sunglasses,other,winter,2016.0,casual,celine dion women metalic frame sunglasses
31668,men,apparel,bottomwear,other,grey,summer,2012.0,casual,spykar men grey jeans
15777,men,apparel,innerwear,briefs,red,summer,2016.0,casual,facit men stringz red briefs
12139,women,apparel,topwear,kurtas,purple,fall,2011.0,ethnic,aurelia women solid purple kurtas
26902,women,apparel,topwear,tops,other,summer,2012.0,casual,jealous 21 women printed lavender top
39903,men,footwear,shoes,sports shoes,white,summer,2012.0,sports,adidas men white ranger sports shoes
37251,men,footwear,shoes,casual shoes,brown,summer,2012.0,casual,united colors of benetton men brown shoes
3568,women,apparel,topwear,tshirts,black,summer,2011.0,casual,adidas women black training t-shirt
34282,women,apparel,topwear,other,pink,summer,2012.0,ethnic,fabindia women pink dupatta
28380,men,accessories,eyewear,sunglasses,black,winter,2016.0,casual,i dee men black sunglasses
16443,men,apparel,topwear,other,black,fall,2011.0,casual,levis men printed black sweatshirts
2252,men,apparel,topwear,tshirts,black,fall,2010.0,casual,adidas men crew black t-shirt
57313,women,apparel,innerwear,other,white,winter,2015.0,casual,amante white full-coverage bra bcfn02
36898,men,accessories,watches,watches,black,winter,2016.0,casual,fossil men black chronograph watch fs4545
34923,women,apparel,topwear,other,green,summer,2012.0,ethnic,fabindia green dupatta
43980,men,personal care,fragrance,other,blue,spring,2017.0,casual,police men pure perfume
33836,men,footwear,shoes,sports shoes,black,summer,2012.0,sports,puma men exsis black sports shoes
33587,men,apparel,topwear,tshirts,purple,summer,2012.0,casual,wrangler men pixelate poster purple t-shirt
19790,men,apparel,topwear,tshirts,blue,winter,2016.0,casual,u.s. polo assn. men solid blue tshirt
16502,men,apparel,topwear,tshirts,navy blue,fall,2011.0,casual,locomotive men solid navy blue polo tshirt
19225,men,accessories,other,other,purple,summer,2011.0,formal,united colors of benetton men check purple tie
27023,women,apparel,bottomwear,other,blue,summer,2012.0,casual,jealous 21 women washed light blue jeans
39249,men,footwear,shoes,casual shoes,brown,winter,2018.0,casual,red chief men brown shoes
33571,men,apparel,topwear,tshirts,black,summer,2012.0,casual,wrangler men black polo t-shirt
52910,women,apparel,other,other,pink,summer,2012.0,ethnic,fnf printed pink sari
26189,men,personal care,fragrance,other,green,spring,2017.0,casual,4711 men original perfume
23968,men,apparel,topwear,tshirts,purple,fall,2011.0,casual,peter england men purple casual t-shirt
11569,women,apparel,topwear,kurtas,purple,summer,2011.0,ethnic,w women printed purple kurtas
39839,boys,apparel,topwear,tshirts,black,summer,2012.0,casual,gini and jony boys printed black t-shirt
56044,women,personal care,other,other,brown,spring,2017.0,casual,colorbar full finish longwear kiss me lipstick 07
28714,women,apparel,topwear,kurtas,white,summer,2012.0,ethnic,w women printed white kurta
8337,boys,apparel,topwear,tshirts,red,fall,2011.0,casual,doodle boy's 77 juniors league red white teen kidswear
13157,men,apparel,topwear,tshirts,black,fall,2011.0,casual,puma men jersey black polo tshirts
23792,women,accessories,eyewear,sunglasses,red,winter,2016.0,casual,oakley women immerse red sunglasses
59443,men,apparel,topwear,shirts,white,fall,2012.0,formal,arrow men striped beige slim fit shirt
22030,women,apparel,topwear,kurtas,red,fall,2011.0,ethnic,vishudh women printed red kurta
48844,women,accessories,jewellery,other,silver,summer,2013.0,casual,lucera women silver pendant
10793,men,apparel,topwear,shirts,red,fall,2011.0,casual,wrangler men authentic rope embro red shirts
59766,women,accessories,jewellery,other,gold,winter,2016.0,casual,estelle women gold earrings
57592,women,personal care,other,other,brown,spring,2017.0,casual,lotus herbals moistpetals lilac delight lipstick 147
52448,women,apparel,other,other,red,summer,2017.0,casual,red rose red nightdress
58240,women,accessories,wallets,wallets,black,summer,2012.0,casual,baggit women black wallet
52942,women,apparel,other,other,pink,summer,2012.0,ethnic,fnf printed pink sari
8087,men,footwear,shoes,sports shoes,white,fall,2011.0,sports,adidas men heritagio v trx hg white sports shoes
18471,men,personal care,fragrance,other,white,spring,2017.0,casual,reebok reeload men perfumes
46967,women,accessories,bags,handbags,black,summer,2012.0,casual,bulchee women black handbag
5490,men,apparel,topwear,tshirts,grey,summer,2011.0,casual,mr.men men's wave rider grey melange t-shirt
38491,boys,apparel,topwear,tshirts,white,summer,2012.0,casual,gini and jony boys core white t-shirt
16118,men,footwear,sandal,sandals,blue,fall,2011.0,casual,numero uno men casual blue slipper
57259,women,accessories,bags,handbags,black,summer,2012.0,casual,murcia women black handbag
39590,women,footwear,shoes,heels,gold,winter,2015.0,casual,catwalk women gold heels
48107,women,apparel,topwear,tops,blue,summer,2012.0,casual,french connection women blue top
47574,women,footwear,shoes,heels,white,winter,2012.0,casual,portia women white wedges
16550,men,apparel,topwear,shirts,white,fall,2011.0,casual,basics men white slim fit shirt
31456,men,apparel,topwear,tshirts,black,summer,2012.0,sports,nike men trainning black t-shirt
57598,women,personal care,other,other,brown,spring,2017.0,casual,lotus herbals moistpetals raspberry punch lipstick 122
55953,women,personal care,other,other,red,spring,2017.0,casual,colorbar shy rose nail lacquer 03
25935,women,accessories,other,other,other,summer,2012.0,casual,femella women peach scarf
17993,women,apparel,bottomwear,other,grey,fall,2009.0,sports,puma women essential skinny grey track pant
4859,men,apparel,topwear,tshirts,maroon,summer,2011.0,sports,nike men barcelona maroon blue jersey
18395,men,apparel,innerwear,briefs,white,summer,2016.0,casual,undercolors of benetton men white v-brief
19246,men,apparel,topwear,other,blue,fall,2011.0,casual,puma men foundation padded blue jacket
9427,men,apparel,topwear,shirts,grey,fall,2011.0,formal,john miller men solid grey shirt
20850,women,accessories,bags,other,green,winter,2015.0,casual,spice art women white beaded elastic flower clutch
25482,unisex,footwear,flip flops,flip flops,blue,summer,2012.0,casual,nike unisex solarsoft thong blue flip flops
39318,boys,apparel,topwear,tshirts,red,summer,2012.0,casual,gini and jony boys red t-shirt
3698,women,apparel,topwear,tshirts,yellow,summer,2011.0,casual,tantra women's cool yellow long t-shirt
36443,men,footwear,shoes,casual shoes,white,spring,2013.0,casual,spinn men dozer white shoes
31453,women,apparel,topwear,tshirts,black,summer,2012.0,sports,nike women tennis black t-shirt
57846,unisex,accessories,bags,handbags,beige,summer,2012.0,casual,lino perros unisex beige sling bag
27703,women,accessories,bags,handbags,grey,winter,2015.0,casual,murcia women grey handbag
30748,men,apparel,topwear,kurtas,white,summer,2012.0,ethnic,fabindia men striped white kurta
38371,men,accessories,belts,belts,black,summer,2012.0,casual,peter england men black belt
49540,women,accessories,bags,handbags,beige,summer,2012.0,casual,rocia women beige handbag
33977,women,apparel,topwear,tops,black,summer,2012.0,casual,femella women printed black top
31155,boys,apparel,topwear,tshirts,navy blue,summer,2012.0,casual,gini and jony boys navy blue t-shirt
17499,men,apparel,topwear,tshirts,blue,fall,2011.0,casual,classic polo men stripes blue polo t-shirt
7905,men,apparel,topwear,tshirts,green,fall,2011.0,casual,proline men green polo t-shirt
5007,women,apparel,dress,other,purple,summer,2011.0,casual,gini and jony girl's sandra purple kidswear
19942,unisex,accessories,bags,other,black,fall,2011.0,casual,nike unisex casual black duffle bag
31649,men,apparel,topwear,shirts,blue,summer,2012.0,formal,indigo nation men striped blue shirt
33694,men,footwear,shoes,other,brown,winter,2012.0,smart casual,cobblerz men brown leather semi-formal shoes
45905,men,accessories,watches,watches,black,winter,2016.0,casual,maxima men black dial watch
22780,women,apparel,topwear,kurtas,green,summer,2011.0,ethnic,biba women printed green kurta
56367,men,personal care,fragrance,other,green,spring,2017.0,casual,police men moving out 50 ml perfume
4367,men,apparel,topwear,tshirts,black,summer,2011.0,casual,smashing pumpkins men's invasion black t-shirt
43696,boys,apparel,topwear,tshirts,yellow,summer,2012.0,casual,doodle boys printed yellow t-shirt
46008,women,apparel,other,other,maroon,summer,2012.0,ethnic,fabindia maroon printed saree
4878,men,apparel,topwear,tshirts,white,summer,2016.0,casual,levis kids boy's devon white teens kidswear
21551,women,accessories,bags,handbags,pink,winter,2015.0,casual,kiara women small pocket pink handbag
23283,men,accessories,watches,watches,white,winter,2016.0,casual,maxima ssteele men white watch
59373,women,apparel,topwear,kurtas,beige,summer,2012.0,ethnic,vishudh women beige printed kurta
18852,men,apparel,topwear,tshirts,navy blue,fall,2011.0,casual,puma men head navy blue tshirt
18737,women,apparel,topwear,tops,purple,fall,2011.0,casual,arrow woman yuli purple top
16742,women,accessories,bags,other,white,winter,2015.0,casual,spice art women beads white clutch
20601,women,accessories,bags,handbags,purple,winter,2015.0,casual,baggit women purple groovy camlin crush handbag
49041,women,accessories,jewellery,other,silver,fall,2012.0,casual,lucera women silver ring
42926,women,accessories,wallets,wallets,white,summer,2012.0,casual,french connection women white wallet
39473,women,apparel,topwear,other,black,summer,2012.0,ethnic,diva women black kurti
16189,men,footwear,sandal,sandals,black,fall,2012.0,casual,enroute men leather black sandals
3487,women,footwear,shoes,other,black,fall,2010.0,casual,adidas women spry black red sandal
20055,women,accessories,other,other,grey,fall,2011.0,casual,united colors of benetton women grey muffler
46870,men,accessories,socks,other,purple,summer,2012.0,casual,lino perros men pack of 2 socks
47448,women,footwear,shoes,other,brown,summer,2012.0,casual,tiptopp women brown sandals
18226,men,apparel,topwear,tshirts,grey,fall,2011.0,casual,manchester united men printed grey tshirt
54987,women,apparel,topwear,tops,black,summer,2012.0,casual,femella women black top
27471,women,apparel,innerwear,other,white,winter,2015.0,casual,jockey white camisole
43529,women,apparel,topwear,tops,red,summer,2012.0,casual,french connection women red & blue top
40137,boys,apparel,topwear,tshirts,grey,summer,2012.0,casual,gini and jony boys around the world grey t-shirt
59938,men,footwear,shoes,casual shoes,black,spring,2013.0,casual,vans men black casual shoes
35699,men,footwear,sandal,sandals,black,summer,2012.0,casual,nike men air deschutz black sandals
28513,men,apparel,bottomwear,other,grey,summer,2012.0,sports,nike men premier knit grey shorts
41426,men,apparel,bottomwear,other,other,summer,2012.0,casual,highlander men khaki trousers
47575,women,footwear,shoes,heels,brown,winter,2012.0,casual,portia women brown wedges
45326,women,footwear,shoes,heels,other,summer,2016.0,casual,cobblerz women multi-coloured wedges
34026,boys,apparel,topwear,tshirts,white,summer,2012.0,casual,gini and jony boys white printed t-shirt
35897,women,accessories,bags,handbags,brown,summer,2013.0,casual,peperone brown handbag
30916,women,apparel,topwear,other,red,summer,2012.0,ethnic,fabindia women red kurti
5172,women,apparel,topwear,tshirts,other,summer,2011.0,casual,inkfruit women's innocence carrot orange t-shirt
15622,men,apparel,bottomwear,other,black,summer,2012.0,casual,nike men ad breakline oh black track pants
27522,women,footwear,shoes,heels,black,winter,2015.0,casual,catwalk women black hees
21585,women,apparel,bottomwear,other,blue,fall,2011.0,casual,spykar women washed blue jeans
29202,men,accessories,socks,other,white,spring,2013.0,sports,fila men white socks
10391,men,accessories,watches,watches,black,winter,2016.0,casual,puma men drift 244 black watches
42268,women,footwear,shoes,casual shoes,red,summer,2012.0,casual,vans women red authentic shoes
46469,men,accessories,watches,watches,blue,winter,2016.0,casual,timex men blue dial chronograph watch
15818,men,apparel,innerwear,other,white,summer,2016.0,casual,facit men rib white innerwear vest
30929,women,apparel,bottomwear,other,grey,summer,2012.0,ethnic,fabindia women grey skirt
2373,men,footwear,shoes,other,brown,winter,2018.0,formal,red tape brown formal men's shoe
6457,women,footwear,flip flops,flip flops,blue,summer,2011.0,casual,lotto women's flora blue flip flop
55395,women,personal care,other,other,black,spring,2017.0,casual,revlon double twist  blackest black volumizing mascara 1954-01
25657,women,accessories,watches,watches,purple,winter,2016.0,casual,fastrack women purple watch
45946,women,apparel,topwear,tshirts,white,summer,2012.0,casual,tokyo talkies women white & pink t-shirt
15956,men,accessories,other,other,black,fall,2011.0,formal,turtle men check black ties
47375,women,accessories,bags,handbags,brown,summer,2012.0,casual,baggit women brown handbag
55540,women,personal care,other,other,other,spring,2017.0,casual,revlon illuminance copper coast creme shadow 01
47428,women,accessories,wallets,wallets,brown,summer,2012.0,casual,baggit women brown auxi lally wallet
17193,men,apparel,topwear,shirts,navy blue,winter,2016.0,casual,u.s. polo assn. men stripes navy blue shirt
36460,men,footwear,shoes,sports shoes,white,summer,2013.0,sports,spinn men texan white sports shoes
8483,women,apparel,dress,other,blue,fall,2011.0,casual,forever new women creme de menthe blue dresses
10362,women,apparel,topwear,tshirts,purple,fall,2011.0,casual,united colors of benetton women purple polo t-shirt
35531,girls,footwear,shoes,casual shoes,red,winter,2008.0,casual,enroute teens girls red ballet flats
6570,men,apparel,topwear,tshirts,yellow,winter,2011.0,casual,inkfruit men's krishna lemon yellow t-shirt
4551,men,footwear,shoes,sports shoes,black,summer,2011.0,sports,nike men's t-lite 9 leat black shoe
9100,men,footwear,flip flops,flip flops,other,winter,2011.0,casual,buckaroo men alto multi flip flops
40375,women,apparel,topwear,tops,other,summer,2012.0,casual,tokyo talkies women peach printed top
58851,men,accessories,other,other,other,summer,2012.0,casual,hakashi men steel cufflinks
18912,men,apparel,topwear,shirts,red,fall,2011.0,casual,levis men classics formula one red shirt
26987,women,apparel,bottomwear,other,black,summer,2012.0,casual,jealous 21 women black shorts
47201,men,footwear,shoes,other,brown,summer,2012.0,formal,franco leone men brown formal shoes
27884,women,apparel,topwear,shirts,blue,summer,2012.0,formal,scullers for her blue shirt
11275,men,apparel,bottomwear,other,black,fall,2011.0,sports,nike men crickt black track pants
45825,women,footwear,shoes,heels,black,summer,2012.0,casual,senorita women black flats
33441,women,accessories,bags,handbags,purple,summer,2012.0,casual,baggit women faltu taj purple handbag
23132,girls,apparel,topwear,tshirts,other,fall,2011.0,casual,chhota bheem kids girls sea princess light orange t-shirt
13170,men,footwear,shoes,casual shoes,brown,spring,2013.0,casual,skechers men berra brown casual shoes
19517,men,apparel,topwear,other,grey,fall,2011.0,casual,united colors of benetton men solid grey sweater
17908,men,apparel,topwear,other,blue,fall,2011.0,casual,nike men sptcas blue sweatshirt
41637,men,apparel,topwear,shirts,brown,summer,2012.0,formal,mark taylor men brown striped shirt
20064,women,accessories,other,other,blue,fall,2011.0,casual,united colors of benetton women blue muffler
31153,boys,apparel,topwear,tshirts,black,summer,2012.0,casual,gini and jony boys printed black t-shirt
25385,men,apparel,innerwear,briefs,navy blue,summer,2016.0,casual,levis men navy blue briefs
46437,women,accessories,watches,watches,white,winter,2016.0,casual,timex women white dial watch
21337,men,accessories,eyewear,sunglasses,gold,winter,2016.0,casual,louis philippe men gold frame sunglasses
41008,girls,apparel,bottomwear,other,navy blue,summer,2012.0,casual,gini and jony girls woven navy blue jeans
43084,women,apparel,topwear,tshirts,green,summer,2012.0,sports,nike women green t-shirt
24645,men,accessories,other,other,navy blue,summer,2012.0,formal,reid & taylor men navy blue silk knot cufflinks
12179,men,apparel,topwear,shirts,white,fall,2011.0,casual,basics men white slim fit striped shirt
13426,men,apparel,topwear,tshirts,red,summer,2011.0,casual,united colors of benetton men stripes red  polo t-shirts
34210,men,apparel,topwear,tshirts,maroon,winter,2012.0,casual,proline men maroon pique polo t-shirt
41350,men,apparel,bottomwear,other,blue,fall,2013.0,casual,wrangler men blue skanders jeans
33458,women,accessories,belts,belts,black,summer,2012.0,casual,baggit women fiancee taj black belt
15230,men,footwear,shoes,casual shoes,white,fall,2011.0,casual,adidas originals men superstar 11 white casual shoes
49731,men,accessories,other,other,brown,summer,2012.0,casual,park avenue men brown tie
40594,women,apparel,topwear,other,other,summer,2012.0,ethnic,aurelia women rust kurti
6734,women,footwear,shoes,sports shoes,pink,summer,2011.0,sports,puma women faas 300 pink white blue shoe
16064,men,apparel,bottomwear,other,black,fall,2011.0,casual,highlander men black trousers
4907,women,apparel,topwear,tops,green,summer,2011.0,casual,palm tree girl's linnea white green kidswear
50738,men,footwear,shoes,casual shoes,other,winter,2018.0,casual,red chief men mushroom brown shoes
11900,men,footwear,shoes,other,black,summer,2012.0,formal,franco leone men formal black formal shoes
46802,men,footwear,shoes,sports shoes,white,summer,2012.0,sports,nike men white air quick sports shoes
42929,women,accessories,bags,other,gold,summer,2012.0,casual,french connection women gold clutch
4314,unisex,apparel,topwear,tshirts,white,summer,2011.0,casual,tantra kid's unisex 3 elephants white kidswear
58652,women,apparel,topwear,kurtas,black,summer,2012.0,ethnic,alayna women black kurta
45596,men,footwear,shoes,other,black,summer,2012.0,formal,arrow men black formal shoes
29612,men,apparel,topwear,shirts,blue,summer,2012.0,casual,indigo nation men check blue shirt
9181,men,apparel,topwear,tshirts,white,fall,2011.0,casual,tantra men no corruption white tshirts
2551,men,footwear,flip flops,flip flops,green,summer,2011.0,casual,numero uno men's casual green graphic flip flop
42245,women,apparel,topwear,tops,pink,summer,2012.0,casual,sepia women pink top
45200,women,accessories,watches,watches,white,winter,2016.0,casual,casio enticer women white dial analogue watch a655
39954,men,footwear,flip flops,flip flops,blue,summer,2013.0,casual,gas men blue flip flops
36412,men,accessories,socks,other,grey,summer,2016.0,casual,reid & taylor men grey socks
12945,men,apparel,topwear,shirts,brown,fall,2011.0,casual,basics men brown slim fit shirt
25438,men,accessories,wallets,wallets,black,summer,2012.0,casual,lee men fashion black wallet
42522,women,apparel,topwear,kurtas,green,summer,2012.0,ethnic,mother earth women green kurta
32622,men,apparel,topwear,tshirts,black,fall,2012.0,sports,nike men miler singlet black t-shirt
32584,women,apparel,topwear,tops,yellow,summer,2012.0,casual,only women crepe printed yellow top
40274,men,apparel,bottomwear,other,beige,summer,2012.0,casual,scullers men beige trousers
16108,men,accessories,eyewear,sunglasses,brown,winter,2016.0,casual,m tv men my fab eyewear brown sunglasses
30844,women,apparel,topwear,kurtas,blue,summer,2012.0,ethnic,fabindia women printed blue kurta
37544,boys,apparel,topwear,tshirts,blue,summer,2012.0,casual,madagascar3 infant boys light blue t-shirt
17798,men,apparel,topwear,tshirts,other,fall,2011.0,casual,chhota bheem kids boy men journey to petra orange tshirt
16218,men,apparel,topwear,tshirts,navy blue,fall,2011.0,casual,puma men graphic navy blue tshirt
35540,girls,footwear,sandal,sandals,green,summer,2012.0,casual,enroute kids girls green sandals
45229,men,accessories,watches,watches,black,winter,2016.0,casual,casio men black dial & digital watches ad144
19891,men,accessories,belts,belts,black,summer,2011.0,casual,lee men canvas black belt
11115,men,apparel,topwear,shirts,purple,fall,2011.0,formal,indigo nation men check purple shirts
5287,men,footwear,shoes,casual shoes,brown,summer,2011.0,casual,lee cooper men's brown semi formal shoe
3952,women,apparel,topwear,tops,purple,summer,2011.0,casual,jealous 21 women purple top with purple flower top
18808,men,accessories,belts,belts,navy blue,summer,2011.0,casual,peter england men casual navy blue belt
7689,men,apparel,topwear,tshirts,black,fall,2011.0,sports,puma men's black polo neck t-shirt
31252,men,apparel,topwear,tshirts,green,summer,2012.0,casual,puma men dizzy graphic green t-shirt
20833,men,footwear,shoes,other,black,fall,2012.0,formal,clarks men black formal shoes
40535,women,accessories,watches,watches,white,winter,2016.0,casual,titan women white dial watch
59243,men,accessories,watches,watches,black,winter,2016.0,casual,titan men black dial watch
19317,unisex,accessories,bags,other,black,spring,2013.0,casual,nike unisex casual black backpack
57310,men,apparel,topwear,tshirts,white,summer,2012.0,casual,french connection men white t-shirt
59756,women,apparel,innerwear,other,white,summer,2012.0,casual,avirate white wired corset shapewear
43974,women,personal care,fragrance,other,white,spring,2017.0,casual,dkny women perfume
20680,men,footwear,shoes,casual shoes,brown,winter,2012.0,casual,buckaroo men eva casual brown shoes
39993,men,footwear,shoes,casual shoes,black,summer,2013.0,casual,gas men draw black shoes
26316,men,apparel,bottomwear,other,navy blue,summer,2013.0,sports,proline men navy track pants
39845,girls,apparel,topwear,tops,green,summer,2012.0,casual,gini and jony girls striped green top
21930,women,apparel,topwear,kurtas,blue,fall,2011.0,ethnic,biba women printed blue kurta
13568,men,apparel,innerwear,other,grey,summer,2016.0,casual,hanes men racer back grey innerwear vests
12013,men,apparel,topwear,shirts,blue,fall,2011.0,formal,mark taylor men blue striped shirts
7908,men,apparel,topwear,tshirts,other,fall,2012.0,casual,proline men cream & purple striped polo t-shirt
15814,men,apparel,innerwear,briefs,black,summer,2016.0,casual,facit men stringz black briefs
24382,women,apparel,topwear,kurtas,maroon,fall,2011.0,ethnic,folklore women maroon printed kurta
25938,women,accessories,other,other,green,summer,2012.0,casual,femella women green scarf
20140,men,apparel,topwear,shirts,white,summer,2012.0,casual,wrangler men check white shirt
14027,men,apparel,topwear,tshirts,yellow,fall,2011.0,sports,nike men printed yellow tshirts
25529,men,apparel,topwear,shirts,white,summer,2012.0,casual,wrangler men griffith white shirt
3655,men,footwear,shoes,casual shoes,black,summer,2011.0,casual,fila men's batec black shoe
17714,men,apparel,topwear,shirts,red,fall,2011.0,casual,reid & taylor men check red shirt
4110,men,footwear,sandal,sandals,green,summer,2011.0,casual,fila men obsidian olive sandal
7345,men,apparel,topwear,tshirts,maroon,fall,2011.0,casual,tantra men's dot com maroon t-shirt
54678,women,accessories,watches,watches,white,winter,2016.0,casual,fastrack women white dial watch nb9735sl02
35936,men,footwear,shoes,sports shoes,black,summer,2012.0,sports,salomon men techamphibian 3 black sports shoes
59921,women,apparel,topwear,kurtas,other,summer,2012.0,ethnic,diva women multi coloured kurta
6761,men,apparel,topwear,tshirts,blue,summer,2011.0,casual,timberland men's asortd strp pique polo blue t-shirt
17195,men,apparel,topwear,other,green,winter,2016.0,casual,u.s. polo assn. men stripes green sweater
9925,women,accessories,bags,handbags,purple,fall,2011.0,casual,puma women avenue shopper purple bag
40785,men,footwear,flip flops,flip flops,white,summer,2012.0,casual,quiksilver men white flip flops
33350,men,footwear,shoes,other,black,summer,2012.0,formal,homme men black formal shoes
4692,unisex,accessories,watches,watches,green,winter,2016.0,sports,adidas unisex new york griffiti digital green watch
14004,men,apparel,topwear,tshirts,blue,fall,2011.0,sports,nike men india football jersey
14315,men,apparel,topwear,tshirts,black,fall,2011.0,sports,adidas men solid black jerseys
22998,men,apparel,other,other,black,summer,2016.0,sports,2go active gear usa men black brian lounge pants
22149,men,footwear,sandal,sandals,black,fall,2011.0,casual,lee cooper men black casual sandals
12187,men,apparel,topwear,shirts,white,fall,2011.0,casual,basics men white slim fit checked shirt
48763,women,accessories,jewellery,other,white,summer,2012.0,casual,miki pearl women ivory jewellery set
4826,men,apparel,bottomwear,other,navy blue,summer,2011.0,sports,adidas men's woven dark navy white track pant
8619,men,accessories,eyewear,sunglasses,purple,winter,2016.0,casual,fastrack men beach purple sunglasses
22537,men,footwear,sandal,sandals,other,summer,2013.0,casual,gas men eldorado tan casual  sandals
21264,unisex,accessories,bags,other,blue,fall,2011.0,casual,skybags unisex blue backpack
28305,men,accessories,eyewear,sunglasses,other,winter,2016.0,casual,fastrack men steel sunglasses
10775,unisex,accessories,bags,other,other,winter,2015.0,casual,wildcraft unisex olive green backpack
4918,women,apparel,topwear,tops,pink,summer,2011.0,casual,gini and jony girls vollie pink top
10262,men,apparel,bottomwear,other,black,fall,2011.0,formal,john miller men black trousers
34878,women,accessories,bags,handbags,navy blue,summer,2012.0,casual,envirosax women navy blue bag
2693,boys,apparel,topwear,shirts,yellow,summer,2011.0,casual,disney kids boy's yellow kidswear
22636,unisex,accessories,other,other,blue,fall,2011.0,casual,nike unisex blue & brown striped cap
